description_arm,code,description_eng,abb_code,date,sna_info,value,quarter,year,USD_AMD,value_usd,value_yoy,value_usd_yoy
Համախառն կուտակում,P.5,Gross capital formation,gcf,2014-03-31,SNA 2008,115081,1,2014,408.91578125,281.42958838177634,1021042.2,2504.760360437529
Համախառն կուտակում,P.5,Gross capital formation,gcf,2014-06-30,SNA 2008,219776.6,2,2014,413.02861538461536,532.1098631273825,1048634.9,2573.0500232511663
Համախառն կուտակում,P.5,Gross capital formation,gcf,2014-09-30,SNA 2008,291284.7,3,2014,408.3884848484848,713.2539501158286,1073967.6,2635.140099081073
Համախառն կուտակում,P.5,Gross capital formation,gcf,2014-12-31,SNA 2008,401536.1999999999,4,2014,430.96363636363634,931.717124414631,1027678.5,2458.5105260396185
Համախառն կուտակում,P.5,Gross capital formation,gcf,2015-03-31,SNA 2008,111679.1,1,2015,476.72890625,234.26123009506512,1024276.6,2411.3421677529072
Համախառն կուտակում,P.5,Gross capital formation,gcf,2015-06-30,SNA 2008,199654.9,2,2015,476.5458461538461,418.962627859197,1004154.9,2298.194932484722
Համախառն կուտակում,P.5,Gross capital formation,gcf,2015-09-30,SNA 2008,279128.7,3,2015,479.005,582.7260675775827,991998.9,2167.667049946476
Համախառն կուտակում,P.5,Gross capital formation,gcf,2015-12-31,SNA 2008,455109.2,4,2015,477.9307575757576,952.2492385894624,1045571.9,2188.199164121307
Համախառն կուտակում,P.5,Gross capital formation,gcf,2016-03-31,SNA 2008,103768.5,1,2016,487.54242424242426,212.83993933705847,1037661.3,2166.7778733633004
Համախառն կուտակում,P.5,Gross capital formation,gcf,2016-06-30,SNA 2008,180170.4,2,2016,478.514,376.5206451639869,1018176.8,2124.33589066809
Համախառն կուտակում,P.5,Gross capital formation,gcf,2016-09-30,SNA 2008,266059,3,2016,475.29621212121214,559.7751322540489,1005107.1,2101.3849553445566
Համախառն կուտակում,P.5,Gross capital formation,gcf,2016-12-31,SNA 2008,362900.8,4,2016,478.71,758.080675147793,912898.7,1907.2163919028872
Համախառն կուտակում,P.5,Gross capital formation,gcf,2017-03-31,SNA 2008,98722.5,1,2017,485.5846153846154,203.30648227354817,907852.7,1897.6829348393771
Համախառն կուտակում,P.5,Gross capital formation,gcf,2017-06-30,SNA 2008,170877,2,2017,483.3658461538462,353.5148404871226,898559.3,1874.6771301625129
Համախառն կուտակում,P.5,Gross capital formation,gcf,2017-09-30,SNA 2008,284128,3,2017,478.6426153846154,593.6119995744376,916628.3,1908.5139974829012
Համախառն կուտակում,P.5,Gross capital formation,gcf,2017-12-31,SNA 2008,471349,4,2017,483.1150769230769,975.6453948860092,1025076.5,2126.0787172211176
Համախառն կուտակում,P.5,Gross capital formation,gcf,2018-03-31,SNA 2008,238571.8,1,2018,481.61753846153846,495.3552994811714,1164925.8,2418.1275344287405
Համախառն կուտակում,P.5,Gross capital formation,gcf,2018-06-30,SNA 2008,288559.6,2,2018,483.5663076923077,596.7322276381792,1282608.4,2661.3449215797973
Համախառն կուտակում,P.5,Gross capital formation,gcf,2018-09-30,SNA 2008,358522.4,3,2018,482.5387692307692,742.991906270106,1357002.8,2810.724828275466
Համախառն կուտակում,P.5,Gross capital formation,gcf,2018-12-31,SNA 2008,462146.4,4,2018,485.70969696969695,951.4868714445968,1347800.2,2786.5663048340534
Համախառն կուտակում,P.5,Gross capital formation,gcf,2019-03-31,SNA 2008,177545.3,1,2019,486.6484375,364.8327752002697,1286773.7,2656.0437805531515
Համախառն կուտակում,P.5,Gross capital formation,gcf,2019-06-30,SNA 2008,206193.9,2,2019,479.89784615384616,429.6620659012046,1204408,2488.973618816177
Համախառն կուտակում,P.5,Gross capital formation,gcf,2019-09-30,SNA 2008,307888.5,3,2019,475.18439393939394,647.9347889511472,1153774.1,2393.916501497218
Համախառն կուտակում,P.5,Gross capital formation,gcf,2019-12-31,SNA 2008,447468.4,4,2019,475.6837878787879,940.6845711420848,1139096.1,2383.1142011947063
Համախառն կուտակում,P.5,Gross capital formation,gcf,2020-03-31,SNA 2008,167019.4,1,2020,480.4115384615384,347.6590103036659,1128570.2,2365.940436298102
Համախառն կուտակում,P.5,Gross capital formation,gcf,2020-06-30,SNA 2008,168938.7,2,2020,483.2713846153846,349.5731495347096,1091315,2285.8515199316075
Համախառն կուտակում,P.5,Gross capital formation,gcf,2020-09-30,SNA 2008,383268.6999999999,3,2020,484.37666666666667,791.261690282356,1166695.2,2429.1784212628163
Համախառն կուտակում,P.5,Gross capital formation,gcf,2020-12-31,SNA 2008,496372.2,4,2020,500.8028787878788,991.1528488042989,1215599,2479.6466989250303
Համախառն կուտակում,P.5,Gross capital formation,gcf,2021-03-31,SNA 2008,168334.7,1,2021,522.54765625,322.142292643763,1216914.2999999998,2454.1299812651273
Համախառն կուտակում,P.5,Gross capital formation,gcf,2021-06-30,SNA 2008,277634.80000000016,2,2021,518.8441538461539,535.1024926115359,1325610.4,2639.659324341954
Համախառն կուտակում,P.5,Gross capital formation,gcf,2021-09-30,SNA 2008,451741.99999999977,3,2021,489.9818181818182,921.9566588741692,1394083.7,2770.354292933767
Համախառն կուտակում,P.5,Gross capital formation,gcf,2021-12-31,SNA 2008,707871.7000000001,4,2021,481.31742424242424,1470.6961858157615,1605583.2000000002,3249.8976299452297
Համախառն կուտակում,P.5,Gross capital formation,gcf,2022-03-31,SNA 2008,255102.3,1,2022,486.89070646666664,523.9416086851613,1692350.8,3451.6969459866277
Համախառն կուտակում,P.5,Gross capital formation,gcf,2022-06-30,SNA 2008,352413.7,2,2022,453.17880192307695,777.6482450293848,1767129.6999999995,3694.242698404477
Համախառն կուտակում,P.5,Gross capital formation,gcf,2022-09-30,SNA 2008,462334.7,3,2022,407.2822706630435,1135.1702082374782,1777722.4,3907.456247767786
Համախառն կուտակում,P.5,Gross capital formation,gcf,2022-12-31,SNA 2008,769376.2000000001,4,2022,397.96744542391303,1933.264162299668,1839226.9,4370.024224251692
Համախառն կուտակում,P.5,Gross capital formation,gcf,2023-03-31,SNA 2008,351445.4,1,2023,392.3491623888889,895.7465280674007,1935570,4741.829143633931
Համախառն կուտակում,P.5,Gross capital formation,gcf,2023-06-30,SNA 2008,426162.5,2,2023,386.818423,1101.712004032445,2009318.8000000005,5065.892902636992
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2000-03-31,SNA 1993,18671.6,1,2000,NA,NA,NA,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2000-06-30,SNA 1993,42384.6,2,2000,NA,NA,NA,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2000-09-30,SNA 1993,61083.6,3,2000,NA,NA,NA,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2000-12-31,SNA 1993,67990,4,2000,NA,NA,190129.8,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2001-03-31,SNA 1993,18029.2,1,2001,NA,NA,189487.4,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2001-06-30,SNA 1993,38358.8,2,2001,NA,NA,185461.60000000003,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2001-09-30,SNA 1993,74452.7,3,2001,NA,NA,198830.7,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2001-12-31,SNA 1993,77184.3,4,2001,NA,NA,208025,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2002-03-31,SNA 1993,21777.3,1,2002,NA,NA,211773.1,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2002-06-30,SNA 1993,56190.6,2,2002,NA,NA,229604.9,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2002-09-30,SNA 1993,100084.4,3,2002,NA,NA,255236.6,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2002-12-31,SNA 1993,109316.8,4,2002,NA,NA,287369.1,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2003-03-31,SNA 1993,25779.4,1,2003,NA,NA,291371.2,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2003-06-30,SNA 1993,81821.7,2,2003,NA,NA,317002.3,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2003-09-30,SNA 1993,135995.8,3,2003,NA,NA,352913.7,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2003-12-31,SNA 1993,130018,4,2003,NA,NA,373614.9,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2004-03-31,SNA 1993,30417.9,1,2004,NA,NA,378253.4,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2004-06-30,SNA 1993,97094.7,2,2004,NA,NA,393526.4,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2004-09-30,SNA 1993,171739,3,2004,NA,NA,429269.6,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2004-12-31,SNA 1993,156053.4,4,2004,482.9347826086956,323.13555705604324,455305,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2005-03-31,SNA 1993,39188.4,1,2005,475.8203125,82.35966176832773,464075.5,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2005-06-30,SNA 1993,144146.5,2,2005,450.4923076923077,319.9754968922888,511127.3000000001,NA
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2005-09-30,SNA 1993,231662.5,3,2005,453.2583333333333,511.1047783640676,571050.8,1236.5754940807274
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2005-12-31,SNA 1993,253270.6,4,2005,452.29846153846154,559.9634346279175,668268,1473.4033716526017
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2006-03-31,SNA 1993,54224.9,1,2006,451.4187692307692,120.12105764321856,683304.5,1511.1647675274926
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2006-06-30,SNA 1993,199111.6,2,2006,436.1709230769231,456.499022436864,738269.6,1647.6882930720676
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2006-09-30,SNA 1993,323065.5,3,2006,401.02215384615386,805.6051190726466,829672.6,1942.1886337806468
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2006-12-31,SNA 1993,367378.2,4,2006,373.5910769230769,983.3698465866836,943780.2,2365.595045739413
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2007-03-31,SNA 1993,66137.8,1,2007,359.4236923076923,184.01068548197244,955693.1,2429.4846735781666
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2007-06-30,SNA 1993,236128.2,2,2007,353.1206153846154,668.6899311806295,992709.7,2641.675582321932
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2007-09-30,SNA 1993,404140.7,3,2007,337.5812307692308,1197.1657875620135,1073784.9,3033.2362508112988
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2007-12-31,SNA 1993,456796.1,4,2007,316.85318181818184,1441.664866291672,1163202.7999999998,3491.531270516288
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2008-03-31,SNA 1993,96953.4,1,2008,307.58353846153847,315.2099767267729,1194018.4,3622.730561761088
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2008-06-30,SNA 1993,283774.2,2,2008,307.10615384615386,924.02642033073,1241664.4,3878.067050911188
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2008-09-30,SNA 1993,604922.8,3,2008,302.1589393939394,2002.0019967416304,1442446.5,4682.903260090806
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2008-12-31,SNA 1993,433134.8,4,2008,306.21378787878785,1414.4849681669225,1418785.2,4655.7233619660565
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2009-03-31,SNA 1993,97225.5,1,2009,326.3721875,297.89762646365205,1419057.3,4638.411011702935
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2009-06-30,SNA 1993,197882.5,2,2009,371.06738461538464,533.2791514541418,1333165.6,4247.6637428263475
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2009-09-30,SNA 1993,398052.6,3,2009,372.92015151515153,1067.393645483455,1126295.4,3313.055391568171
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2009-12-31,SNA 1993,450668.7,4,2009,384.27666666666664,1172.771440715457,1143829.3,3071.3418641167054
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2010-03-31,SNA 1993,104915.5,1,2010,384.50203125,272.8607171694883,1151519.3,3046.304954822542
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2010-06-30,SNA 1993,222092.4,2,2010,383.7153846153846,578.794619409418,1175729.2,3091.8204227778183
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2010-09-30,SNA 1993,359165.1,3,2010,365.6118181818182,982.3673145636328,1136841.7,3006.794091857996
հիմնական միջոցների համախառն կուտակում,P.51,Gross fixed capital formation,gfcf,2010-12-31,SNA 1993,470558.5,4,2010,359.4166666666667,1309.22837931834,1156731.5,3143.2510304608795
