"date","year","months","hh","indicator","value","info"
"2018-08-01",2018,"aug","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",103597.2906801,"Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք տողում արտացոլված են հարկ վճարողների կողմից փաստացի վճարված հարկային մուտքերը և պետական տուրքը, որը հաշվարկված է որպես 1.1 տողում նշված ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտների, պետական տուրքի և 1.2 տողում նշված միասնական հաշվի մնացորդի հանրագումար: 2018 թվականի մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2018-08-01",2018,"aug","1.1","ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտներ և պետական տուրք",97455.4227419,NA
"2018-08-01",2018,"aug","1.1.1","ԱԱՀ",40825.261685900005,NA
"2018-08-01",2018,"aug","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",10149.02754,NA
"2018-08-01",2018,"aug","1.1.2","Շահութահարկ",2114.2902442,NA
"2018-08-01",2018,"aug","1.1.3","Եկամտային հարկ",31187.694007,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2018-08-01",2018,"aug","1.1.4","Ակցիզային հարկ",8616.897664999999,NA
"2018-08-01",2018,"aug","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",1173.93698,NA
"2018-08-01",2018,"aug","1.1.5","Շրջանառության հարկ",449.161055,NA
"2018-08-01",2018,"aug","1.1.6","Արտոնագրային հարկ",501.465716,NA
"2018-08-01",2018,"aug","1.1.7","Բնապահպանական հարկ և բնօգտագործման վճար",944.311072,NA
"2018-08-01",2018,"aug","1.1.8","Մաքսատուրք",7057.484433500001,NA
"2018-08-01",2018,"aug","1.1.8.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",6493.5020585,NA
"2018-08-01",2018,"aug","1.1.9","Սոցիալական վճար",1329.71394,NA
"2018-08-01",2018,"aug","1.1.10","Այլ հարկային եկամուտներ",1442.814849600005,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2018-08-01",2018,"aug","1.1.11","Պետական տուրք",3001.0257887,NA
"2018-08-01",2018,"aug","1.1.12","Հարկերի անցումային գերավճար",-14.697715,NA
"2018-08-01",2018,"aug","1.2","Միասնական հաշվի մնացորդ (շարժ)⁴",6141.867938199983,NA
"2018-09-01",2018,"sep","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",107063.98521849996,"Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք տողում արտացոլված են հարկ վճարողների կողմից փաստացի վճարված հարկային մուտքերը և պետական տուրքը, որը հաշվարկված է որպես 1.1 տողում նշված ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտների, պետական տուրքի և 1.2 տողում նշված միասնական հաշվի մնացորդի հանրագումար: 2018 թվականի մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2018-09-01",2018,"sep","1.1","ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտներ և պետական տուրք",115039.4936058,NA
"2018-09-01",2018,"sep","1.1.1","ԱԱՀ",36860.8732211,NA
"2018-09-01",2018,"sep","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",6818.90611,NA
"2018-09-01",2018,"sep","1.1.2","Շահութահարկ",20402.377017000003,NA
"2018-09-01",2018,"sep","1.1.3","Եկամտային հարկ",30105.326822,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2018-09-01",2018,"sep","1.1.4","Ակցիզային հարկ",8094.9427476,NA
"2018-09-01",2018,"sep","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",785.67337,NA
"2018-09-01",2018,"sep","1.1.5","Շրջանառության հարկ",190.843934,NA
"2018-09-01",2018,"sep","1.1.6","Արտոնագրային հարկ",384.077808,NA
"2018-09-01",2018,"sep","1.1.7","Բնապահպանական հարկ և բնօգտագործման վճար",6818.051386,NA
"2018-09-01",2018,"sep","1.1.8","Մաքսատուրք",6127.695111200001,NA
"2018-09-01",2018,"sep","1.1.8.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",5632.7090522,NA
"2018-09-01",2018,"sep","1.1.9","Սոցիալական վճար",1300.59186,NA
"2018-09-01",2018,"sep","1.1.10","Այլ հարկային եկամուտներ",804.7522069999932,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2018-09-01",2018,"sep","1.1.11","Պետական տուրք",4117.1978979000005,NA
"2018-09-01",2018,"sep","1.1.12","Հարկերի անցումային գերավճար",-167.236406,NA
"2018-09-01",2018,"sep","1.2","Միասնական հաշվի մնացորդ (շարժ)⁴",-7975.508387300037,NA
"2018-10-01",2018,"oct","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",120792.0572867,"Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք տողում արտացոլված են հարկ վճարողների կողմից փաստացի վճարված հարկային մուտքերը և պետական տուրքը, որը հաշվարկված է որպես 1.1 տողում նշված ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտների, պետական տուրքի և 1.2 տողում նշված միասնական հաշվի մնացորդի հանրագումար: 2018 թվականի մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2018-10-01",2018,"oct","1.1","ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտներ և պետական տուրք",113706.013456,NA
"2018-10-01",2018,"oct","1.1.1","ԱԱՀ",41820.3004705,NA
"2018-10-01",2018,"oct","1.1.1.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",7677.16339,NA
"2018-10-01",2018,"oct","1.1.2","Շահութահարկ",6341.088992999999,NA
"2018-10-01",2018,"oct","1.1.3","Եկամտային հարկ",30367.620000000003,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները"
"2018-10-01",2018,"oct","1.1.4","Ակցիզային հարկ",10526.510974,NA
"2018-10-01",2018,"oct","1.1.4.1","ԵՏՄ պետություններից ներմուծվող ապրանքների համար",946.13494,NA
"2018-10-01",2018,"oct","1.1.5","Շրջանառության հարկ",6195.7239230000005,NA
"2018-10-01",2018,"oct","1.1.6","Արտոնագրային հարկ",374.361751,NA
"2018-10-01",2018,"oct","1.1.7","Բնապահպանական հարկ և բնօգտագործման վճար",3221.1414309,NA
"2018-10-01",2018,"oct","1.1.8","Մաքսատուրք",7061.2485133,NA
"2018-10-01",2018,"oct","1.1.8.1","ԵՏՄ բյուջեից ՀՀ հաշվեգրված",6456.2249283,NA
"2018-10-01",2018,"oct","1.1.9","Սոցիալական վճար",1303.1376699999998,NA
"2018-10-01",2018,"oct","1.1.10","Այլ հարկային եկամուտներ",2663.9558737,"Այլ հարկային եկամուտներում ներառված են`  ճանապարհային հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, հարկային օրենսդրությունը խախտելու համար գանձվող տուգանքները և տույժերը, միասնական մաքսային վճարը, դրոշմանիշային վճարները  և այլ եկամուտներ (այդ թվում նաև՝ ՀՀ ՊԵԿ արտաբյուջետային ֆոնդին մուտքագրված գումարները)"
"2018-10-01",2018,"oct","1.1.11","Պետական տուրք",3850.4470526,NA
"2018-10-01",2018,"oct","1.1.12","Հարկերի անցումային գերավճար",-19.534924,NA
"2018-10-01",2018,"oct","1.2","Միասնական հաշվի մնացորդ (շարժ)⁴",7086.043830700011,NA
"2018-11-01",2018,"nov","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",123146.6092395,"Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք տողում արտացոլված են հարկ վճարողների կողմից փաստացի վճարված հարկային մուտքերը և պետական տուրքը, որը հաշվարկված է որպես 1.1 տողում նշված ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտների, պետական տուրքի և 1.2 տողում նշված միասնական հաշվի մնացորդի հանրագումար: 2018 թվականի մուտքերում ներառված չեն հավաքագրված և հարկ վճարողներին վերադարձված հարկային եկամուտների և պետական տուրքի գումարները"
"2018-11-01",2018,"nov","1.1","ՀՀ պետական բյուջե հաշվեգրված հարկային եկամուտներ և պետական տուրք",102692.4282953,NA
